positions_X,positions_y,Time_Sec
6.12112671660725e-06,-75.00049591064453,0.1362302303314209
6.575113729923032e-06,-75.00054931640625,0.19789958000183105
7.063972134346841e-06,-75.00048828125,0.2850019931793213
7.571024980279617e-06,-75.00047302246094,0.36425256729125977
8.10938399808947e-06,-75.00054931640625,0.4227430820465088
8.668772352393717e-06,-75.0006103515625,0.4804525375366211
9.219929779646918e-06,-75.00060272216797,0.5380454063415527
9.754510756465606e-06,-75.00060272216797,0.6140029430389404
1.0272920917486772e-05,-75.00060272216797,0.706946849822998
1.076459011528641e-05,-75.00060272216797,0.7669756412506104
1.1181544323335402e-05,-75.00060272216797,0.8301608562469482
1.1599190656852443e-05,-75.00060272216797,0.9026355743408203
1.1943766367039643e-05,-75.00060272216797,0.9610567092895508
1.2264138604223263e-05,-75.00060272216797,1.0190715789794922
1.2562135452753864e-05,-75.00060272216797,1.111154556274414
1.2837809663324151e-05,-75.00060272216797,1.1722941398620605
1.3093761481286492e-05,-75.00060272216797,1.233659267425537
1.3331530681170989e-05,-75.00060272216797,1.2915394306182861
1.3551949450629763e-05,-75.00060272216797,1.3494987487792969
1.3756382031715475e-05,-75.00060272216797,1.4093422889709473
1.3946114449936431e-05,-75.00060272216797,1.4725933074951172
1.4114842088019941e-05,-74.9994125366211,1.53774094581604
1.3741027032665443e-05,-74.9914779663086,1.6207847595214844
1.385898758599069e-05,-74.97454071044922,1.6974987983703613
1.3664884136233013e-05,-74.95246887207031,1.7624881267547607
1.3755482541455422e-05,-74.92707824707031,1.8315212726593018
1.4535716218233574e-05,-74.89946746826172,1.8991267681121826
1.5710545994807035e-05,-74.8731689453125,1.9564967155456543
1.4135941455606371e-05,-74.84520721435547,2.01570200920105
1.5266641639755107e-05,-74.80842590332031,2.07523512840271
1.5598168829455972e-05,-74.76206970214844,2.1361372470855713
2.566297735029366e-05,-74.70793151855469,2.1941888332366943
3.7712066841777414e-05,-74.64022827148438,2.2630083560943604
4.039436316816136e-05,-74.5578842163086,2.3316261768341064
3.79120247089304e-05,-74.46923065185547,2.3961539268493652
3.590711276046932e-05,-74.38261413574219,2.45609450340271
3.15140605380293e-05,-74.29666137695312,2.519193410873413
2.8588103305082768e-05,-74.20668029785156,2.5781753063201904
2.8327667678240687e-05,-74.10588836669922,2.6362991333007812
2.8520715204649605e-05,-73.99237060546875,2.69590163230896
2.8743706934619695e-05,-73.87044525146484,2.7541544437408447
2.7516192858456634e-05,-73.74762725830078,2.8156161308288574
2.7904625312658027e-05,-73.62553405761719,2.873790979385376
2.3748338207951747e-05,-73.50125122070312,2.932790994644165
2.7497993869474158e-05,-73.36695861816406,2.9998302459716797
3.1518244213657454e-05,-73.21958923339844,3.0609962940216064
2.07370612770319e-05,-73.06591796875,3.119978666305542
1.3031780326855369e-05,-72.91574096679688,3.179814100265503
9.901724297378678e-06,-72.76348876953125,3.247373342514038
1.3367177416512277e-05,-72.59467315673828,3.3194069862365723
2.5146050575131085e-07,-72.40821838378906,3.38407039642334
-1.678891021583695e-05,-72.22274780273438,3.4469001293182373
-2.292651879542973e-05,-72.0418701171875,3.509859323501587
-3.8439800846390426e-05,-71.84717559814453,3.5717287063598633
-5.580446668318473e-05,-71.6356430053711,3.6398837566375732
-8.131190406857058e-05,-71.42647552490234,3.7166926860809326
-0.00011247364454902709,-71.223388671875,3.799743413925171
-0.00014313480642158538,-71.00833129882812,3.8617849349975586
-0.00017140444833785295,-70.78121948242188,3.938415050506592
-0.00019699613039847463,-70.55756378173828,3.999648332595825
-0.00023540995607618243,-70.33268737792969,4.057586908340454
-0.0002631181268952787,-70.0967788696289,4.11823034286499
-0.00029631226789206266,-69.85243225097656,4.1826012134552
-0.000336441706167534,-69.6053237915039,4.245382308959961
-0.0003834081580862403,-69.35514068603516,4.306114673614502
-0.00042530024074949324,-69.09977722167969,4.366233825683594
-0.0004706460458692163,-68.83690643310547,4.428011894226074
-0.0003386168973520398,-68.57149505615234,4.497767210006714
-0.00021611456759274006,-68.30268859863281,4.561910390853882
-0.0002011151664191857,-68.02293395996094,4.623286724090576
-0.000175658700754866,-67.73648834228516,4.682193279266357
-0.00017768533143680543,-67.4475326538086,4.739716291427612
-0.00015616207383573055,-67.15465545654297,4.799536943435669
-0.00014679471496492624,-66.85479736328125,4.859214782714844
-0.00013442202180158347,-66.5498046875,4.921599388122559
2.104715349560138e-05,-66.23838806152344,4.984838008880615
0.0006173090077936649,-65.92012786865234,5.050853967666626
0.0007498191553167999,-65.60565948486328,5.11998724937439
0.00045594555558636785,-65.28298950195312,5.1890549659729
